rkne	40.83	109.1
rank	37.83	142.2
lwr	17.54	81.71
lelb	16.79	50.86
lsho	32	31.28
rsho	51.73	31.62
relb	59.99	44.28
rwr	87.98	52.25
hbot	45.15	29.89
htop	49.66	11.17
		
lank	50.26	157.52
lkne	38.55	124.25
lhip	56.48	95.31
rhip	70.82	93.95
rkne	83.72	117.64
rank	93.52	157.29
lwr	50.5	84.61
lelb	31.14	68.88
lsho	45.24	52.02
rsho	73.92	45.64
relb	84.92	51.11
rwr	101.65	43.37
hbot	59.58	40.18
htop	54.09	21.72
		
lank	81.58	150
lkne	98.17	117.77
lhip	115.67	96.22
rhip	101.79	96.43
rkne	113.86	133.67
rank	142.22	136.6
lwr	76.75	13.35
lelb	81.88	35.53
lsho	96.66	49.13
rsho	123.81	51.23
relb	140.71	43.48
rwr	147.95	22.56
hbot	110.54	54.16
htop	110.84	36.58
		
lank	42.81	150.8
lkne	56.13	114.07
lhip	77.58	84.77
rhip	81.73	83.05
rkne	88.3	111.6
rank	120.3	135
lwr	21.37	38.71
lelb	44.2	53.18
lsho	57.34	39.86
rsho	79.83	39.48
relb	95.74	65.36
rwr	101.97	89.14
hbot	67.72	32.24
htop	68.24	10.17
		
lank	67.53	161.61
lkne	66.1	132.97
lhip	65.21	99.93
rhip	79.63	98.59
rkne	79.81	133.35
rank	82.66	159.13
lwr	32.99	63.45
lelb	50.26	68.03
lsho	65.21	52.94
rsho	86.22	53.13
relb	84.09	76.63
rwr	59.69	90.95
hbot	74.65	47.41
htop	79.63	25.44
		
lank	20.63	126.83
lkne	57.29	108.7
lhip	80.46	77.57
rhip	77.44	78.6
rkne	103.43	98.61
rank	116.93	131.27
lwr	34.33	65.26
lelb	56.89	49.35
lsho	75.63	31.22
rsho	108.67	37.72
relb	118.94	42.17
rwr	128.21	35.67
hbot	95.77	27.29
htop	102.62	8.48
		
lank	37.69	168.37
lkne	37.53	126.86
lhip	41.88	92.34
rhip	60.5	90.22
rkne	56.31	137.45
rank	58.17	166.25
lwr	22.17	87.68
lelb	28.22	67.98
lsho	41.88	44.48
rsho	72.44	48.29
relb	82.37	72.01
rwr	79.58	96.15
hbot	50.1	41.93
htop	50.41	19.06
		
lank	58.16	191.53
lkne	70.84	146.81
lhip	56.93	108.04
rhip	73.5	109
rkne	95.59	139.68
rank	70.43	159.9
lwr	16.03	98.29
lelb	42.62	79.5
lsho	60.21	62.62
rsho	96	68.09
relb	103.36	92.82
rwr	113.79	111.85
hbot	81.68	62.38
htop	85.16	33.36
		
lank	69.89	76.65
lkne	59.49	37.93
lhip	95.31	22.64
rhip	96.96	27.77
rkne	73.35	68.95
rank	104.71	81.78
lwr	15.58	78.77
lelb	38.2	55.34
lsho	46.28	30.78
rsho	56.35	12.82
relb	49.09	30.34
rwr	32.58	50.87
hbot	44.96	24.53
htop	30.77	7.24
		
lank	131.46	300.07
lkne	128.69	257.03
lhip	130.91	215.72
rhip	165.31	215.14
rkne	158.1	266.21
rank	151.44	317.29
lwr	117.04	270.81
lelb	119.26	218.01
lsho	117.04	176.69
rsho	175.3	170.96
relb	170.31	198.5
rwr	148.11	230.64
hbot	146.45	176.69
htop	144.23	137.67
		
lank	49.86	191.98
lkne	58.58	151.82
lhip	60.62	115.04
rhip	76.76	118.67
rkne	79.54	151.57
rank	77.13	181.82
lwr	43.36	22.85
lelb	47.63	48.5
lsho	60.62	67.37
rsho	90.12	75.6
relb	104.4	92.78
rwr	106.07	112.62
hbot	77.87	67.86
htop	80.47	45.84
		
lank	82.22	145.45
lkne	96.4	110.83
lhip	105.18	81.25
rhip	122.06	73.86
rkne	138.61	103.43
rank	148.4	141.25
lwr	122.74	11
lelb	113.62	38.56
lsho	87.96	44.28
rsho	99.1	28.65
relb	109.91	16.71
rwr	112.95	8.81
hbot	95.72	37.39
htop	86.27	20.24
		
lank	22.09	140.32
lkne	54.8	124.02
lhip	59.5	94.59
rhip	56.61	94.17
rkne	74.32	117.88
rank	70.71	151.54
lwr	42.51	96.71
lelb	49.92	73
lsho	54.08	46.96
rsho	71.25	49.92
relb	84.63	69.19
rwr	94.39	85.7
hbot	64.74	39.13
htop	64.74	15.84
		
lank	92.75	212.55
lkne	98.13	170.1
lhip	114.71	145.26
rhip	142.89	142.74
rkne	141.23	184.56
rank	144.13	224.5
lwr	130.87	170.73
lelb	95.65	144
lsho	93.99	107.83
rsho	140.82	94.31
relb	152	119.78
rwr	147.45	143.05
hbot	114.29	98.4
htop	103.11	68.84
		
lank	93.78	212.5
lkne	93.78	156.26
lhip	97.95	116.38
rhip	119.14	123.53
rkne	114.64	162.51
rank	112.08	212.5
lwr	86.07	136.32
lelb	92.81	105.37
lsho	100.52	75.32
rsho	132.95	79.78
relb	135.51	112.22
rwr	144.82	144.36
hbot	114.64	69.96
htop	114.32	45.86
		
lank	24.94	168.06
lkne	45.66	109.39
lhip	67.19	80.97
rhip	90.91	76.28
rkne	112.72	76.54
rank	112.99	115.39
lwr	21.12	42.12
lelb	43.75	37.17
lsho	67.74	31.69
rsho	106.72	38.47
relb	127.98	54.37
rwr	161.24	56.46
hbot	86	34.3
htop	89.27	3.79
		
lank	51.91	181.18
lkne	83.15	152.44
lhip	89.93	113.38
rhip	70.73	108.71
rkne	76.19	149.24
rank	85.98	189.53
lwr	29.14	65.23
lelb	54.36	68.18
lsho	79.2	63.51
rsho	110.25	73.34
relb	91.62	80.21
rwr	68.47	65.23
hbot	96.52	62.28
htop	111.57	43.37
		
lank	28.39	165.05
lkne	62.71	143.66
lhip	76.25	117.38
rhip	86.28	117.64
rkne	108.69	136.19
rank	128.3	163.76
lwr	51.04	90.32
lelb	68.08	84.14
lsho	78.58	74.35
rsho	102.62	70.22
relb	116.39	60.43
rwr	132.5	47.55
hbot	88.38	68.42
htop	78.81	55.28
		
lank	33.23	151.25
lkne	50.71	114.58
lhip	61.29	84.62
rhip	57.6	85.24
rkne	73.23	115.19
rank	86.84	146.36
lwr	45.5	91.76
lelb	47.85	64.45
lsho	50.87	41.63
rsho	65.5	36.74
relb	65.83	65.06
rwr	78.44	86.87
hbot	63.98	32.46
htop	65.33	15.35
		
lank	33.67	121.98
lkne	60.69	129.38
lhip	48.89	87.86
rhip	69.37	89.29
rkne	75.48	124.85
rank	70.79	160.16
lwr	16.17	85
lelb	35.51	61.37
lsho	51.73	41.81
rsho	88.85	46.82
relb	89.85	69.25
rwr	88.14	83.8
hbot	70.65	37.99
htop	73.35	14.84
		
lank	43.82	121.48
lkne	39.21	98.57
lhip	53.98	72.68
rhip	75.52	77.82
rkne	57.36	113.97
rank	46.28	145.39
lwr	15.82	8.67
lelb	48.75	22.31
lsho	77.98	30.41
rsho	107.52	47.99
relb	121.68	60.63
rwr	154.3	66.76
hbot	93.06	39.69
htop	101.06	14.4
		
lank	38.63	184.06
lkne	35.37	144.59
lhip	36.46	107.51
rhip	44.95	107.27
rkne	46.91	145.07
rank	54.31	179.28
lwr	28.84	17.8
lelb	25.79	45.55
lsho	38.63	62.53
rsho	50.39	61.34
relb	44.51	78.8
rwr	24.27	90.28
hbot	39.29	57.99
htop	40.81	38.13
		
lank	109.88	237.7
lkne	138.11	204.71
lhip	143.75	170.82
rhip	143.75	170.82
rkne	171.04	204.26
rank	141.87	232.8
lwr	163.51	176.17
lelb	152.22	154.32
lsho	155.99	132.92
rsho	152.22	120.88
relb	150.34	134.26
rwr	175.74	139.61
hbot	155.04	118.65
htop	156.93	97.7
		
lank	29.55	145.75
lkne	41.77	109.52
lhip	34.7	71.88
rhip	56.66	70.01
rkne	57.81	112.56
rank	57.42	154.4
lwr	65.25	95.96
lelb	62.58	66.74
lsho	57.42	42.19
rsho	80.72	22.79
relb	81.29	28.87
rwr	99.62	42.66
hbot	77.86	34.95
htop	59.52	12.04
		
lank	94.94	200.87
lkne	90.14	151.89
lhip	86.75	110.69
rhip	107.94	110.46
rkne	103.7	146.48
rank	84.77	182.27
lwr	58.49	79.38
lelb	66.4	87.85
lsho	76.86	64.31
rsho	115.29	67.13
relb	126.87	87.62
rwr	129.98	104.1
hbot	95.22	55.6
htop	94.66	34.41
		
lank	28.57	140.37
lkne	41.5	113.08
lhip	53.78	84.45
rhip	52.01	83.11
rkne	66.23	112.89
rank	75.76	139.42
lwr	41.99	90.94
lelb	42.79	62.88
lsho	50.23	35.4
rsho	62.83	39.98
relb	66.71	60.78
rwr	81.26	82.35
hbot	59.28	30.44
htop	62.35	12.3
		
lank	31.31	170.89
lkne	35.9	132.51
lhip	23.67	100.07
rhip	42.02	99.82
rkne	67.57	128.05
rank	62.11	165.19
lwr	75	102.8
lelb	58.18	88.68
lsho	32.62	56.74
rsho	56.43	56
relb	68.23	64.41
rwr	98.59	60.95
hbot	50.54	53.02
htop	45.95	32.72
		
lank	51.37	159.88
lkne	63.93	118.82
lhip	67.79	89.31
rhip	86.15	91.88
rkne	99.2	117.8
rank	125.77	128.58
lwr	35.91	73.4
lelb	47.02	56.98
lsho	73.59	47.74
rsho	97.26	42.87
relb	101.13	32.09
rwr	105.48	13.87
hbot	88.08	43.38
htop	89.05	25.67
		
lank	43.37	164.59
lkne	56.39	122.47
lhip	53.28	86.91
rhip	72.72	89.4
rkne	62.22	124.51
rank	51.53	152.59
lwr	11.69	76.27
lelb	33.85	54.3
lsho	53.48	41.16
rsho	86.71	45.24
relb	110.23	57.02
rwr	124.23	70.38
hbot	69.03	42.75
htop	71.16	15.57
		
lank	37.74	162.47
lkne	16.11	132.56
lhip	42.03	108.01
rhip	59.06	108.63
rkne	64.12	135.45
rank	78.38	155.25
lwr	38.2	19.52
lelb	34.21	48.4
lsho	51.7	63.46
rsho	75.78	64.9
relb	88.35	51.29
rwr	96.94	20.97
hbot	65.81	58.3
htop	71.63	38.91
		
lank	53.93	143.8
lkne	43.64	113.55
lhip	52.37	84.93
rhip	71.69	88.79
rkne	64.68	113.76
rank	64.53	132.43
lwr	39.28	73.37
lelb	43.49	61.8
lsho	45.36	42.11
rsho	77.46	38.25
relb	98.5	40.08
rwr	114.86	38.86
hbot	60.16	36.22
htop	61.1	14.1
		
lank	402.29	101.05
lkne	322.75	107.97
lhip	286.09	114.54
rhip	233.89	82.02
rkne	277.39	73.03
rank	301.62	67.15
lwr	221.46	201.02
lelb	240.11	167.46
lsho	252.53	121.11
rsho	187.91	90.33
relb	161.81	123.19
rwr	166.78	144.98
hbot	208.42	129.76
htop	227.06	77.87
		
lank	121.01	161.62
lkne	121.43	124.53
lhip	123.94	93.74
rhip	139.86	91.94
rkne	142.8	127.9
rank	145.73	160.94
lwr	119.33	96.44
lelb	108.02	71.94
lsho	115.98	47.66
rsho	139.86	46.54
relb	152.43	68.34
rwr	146.57	91.04
hbot	130.23	42.27
htop	129.39	23.39
		
lank	30.89	137.53
lkne	66.18	113.06
lhip	81.56	78.07
rhip	76.67	76.25
rkne	84.35	113.66
rank	92.04	145.82
lwr	52.56	52.39
lelb	64.09	39.65
lsho	85.05	33.18
rsho	118.25	42.07
relb	138.17	46.32
rwr	164.73	40.05
hbot	105.67	33.38
htop	107.77	14.77
		
lank	62.64	145.41
lkne	61.96	109.73
lhip	90.97	87.36
rhip	90.97	87.36
rkne	92.78	122.06
rank	115.9	142.49
lwr	17.99	54.93
lelb	55.61	55.09
lsho	71.02	45.52
rsho	82.36	42.61
relb	101.62	61.58
rwr	96.86	89.3
hbot	70.8	40.5
htop	63.32	21.85
		
lank	32.93	144.53
lkne	47.42	115.21
lhip	52.75	85.3
rhip	50.92	84.91
rkne	63.74	114.43
rank	76.24	141.6
lwr	45.42	87.26
lelb	45.09	57.94
lsho	54.75	36.04
rsho	62.91	42.69
relb	65.41	59.7
rwr	82.4	74.94
hbot	61.25	35.26
htop	71.74	16.69
		
lank	81.86	190.62
lkne	61.44	155.81
lhip	86.36	142.16
rhip	106.1	142.5
rkne	122.71	183.46
rank	116.48	190.62
lwr	73.21	33.28
lelb	69.4	71.5
lsho	87.75	96.76
rsho	114.75	97.79
relb	123.06	112.8
rwr	132.06	121
hbot	98.48	90.62
htop	99.17	67.41
		
lank	9.28	142.95
lkne	26.61	131.71
lhip	35.76	96
rhip	55.14	97.6
rkne	67.3	110.85
rank	60.56	151.17
lwr	11.08	8.72
lelb	24.81	26.17
lsho	49.49	42.02
rsho	77.66	66.7
relb	78.26	81.35
rwr	72.24	91.78
hbot	66.22	44.23
htop	74.89	19.55
		
lank	28.63	10.49
lkne	39.75	46.39
lhip	61.32	62.97
rhip	57.83	67.16
rkne	50.86	95.04
rank	18.83	89.75
lwr	103.16	140.77
lelb	102.29	117.27
lsho	99.89	97.04
rsho	92.27	89.94
relb	84.42	113.26
rwr	98.15	133.3
hbot	97.71	95.4
htop	110.35	85.93
		
lank	17.55	151.09
lkne	37.13	118.3
lhip	43.45	90.45
rhip	64.57	90.23
rkne	83.54	118.97
rank	86.62	147.04
lwr	51.31	83.26
lelb	33.27	65.75
lsho	49.46	43.96
rsho	75.68	45.98
relb	85.54	58.79
rwr	97.11	72.48
hbot	66.58	39.47
htop	67.66	20.83
		
lank	25.54	158.77
lkne	47.42	122.97
lhip	52.95	82.55
rhip	71.78	74.23
rkne	108.06	76.08
rank	129.93	110.96
lwr	67.35	22.03
lelb	61.54	49.06
lsho	44.37	35.89
rsho	57.11	33.81
relb	70.12	59.22
rwr	76.49	33.58
hbot	50.74	28.27
htop	43.26	10.48
		
lank	42.89	174.12
lkne	43.39	131.23
lhip	52.13	103.71
rhip	75.66	101.23
rkne	85.74	132.22
rank	95.15	164.45
lwr	53.64	114.37
lelb	27.09	88.84
lsho	37.34	56.61
rsho	83.22	58.1
relb	91.45	87.35
rwr	77.17	109.91
hbot	54.99	52.89
htop	54.48	28.59
		
lank	113.63	145.42
lkne	69.95	152.77
lhip	115.82	112.85
rhip	173.16	111.28
rkne	205.92	135.7
rank	298.75	180.61
lwr	151.86	173.78
lelb	134.39	134.39
lsho	121.83	86.85
rsho	205.38	93.95
relb	171.52	141.48
rwr	154.04	171.15
hbot	170.43	105.5
htop	177.53	59.28
		
lank	14.28	162.59
lkne	40.89	117.26
lhip	34.06	86.89
rhip	57.35	88.39
rkne	86.07	113.84
rank	85.19	153.61
lwr	64.88	95.02
lelb	38.79	75.56
lsho	48.77	46.69
rsho	79.94	47.34
relb	78.71	70.86
rwr	74.51	86.89
hbot	69.78	43.06
htop	73.46	21.68
		
lank	36.41	178.78
lkne	53.57	135.83
lhip	49.14	102.43
rhip	49.91	103.47
rkne	71.31	131.06
rank	76.9	170.48
lwr	15.4	16.54
lelb	31.98	41.44
lsho	46.82	52.85
rsho	65.91	63.43
relb	78.06	71.73
rwr	100.04	75.05
hbot	57.24	51.6
htop	62.64	33.35
		
lank	52.33	159.48
lkne	52.78	127.51
lhip	56.16	91.98
rhip	71.72	91.56
rkne	68.79	125.21
rank	65.64	153.42
lwr	47.82	99.5
lelb	50.98	73.38
lsho	52.33	45.38
rsho	82.55	46.42
relb	83.22	74.43
rwr	57.52	77.35
hbot	71.27	37.43
htop	72.17	16.95
		
lank	35.51	156.89
lkne	44.05	121.39
lhip	60.63	97.5
rhip	76.96	97.5
rkne	101.33	119.8
rank	99.07	154.16
lwr	25.72	42.2
lelb	36.52	61.77
lsho	52.85	50.39
rsho	85.76	52.44
relb	95.3	73.6
rwr	110.88	97.27
hbot	68.93	42.66
htop	70.68	23.31
		
lank	23.82	100.74
lkne	64.79	100.74
lhip	35.12	76.28
rhip	36.53	74.45
rkne	68.67	91.61
rank	40.6	115.71
lwr	10.57	69.34
lelb	30.71	42.5
lsho	51.54	32.28
rsho	54.72	34.84
relb	34.24	55.28
rwr	22.94	74.45
hbot	55.96	30.27
htop	55.25	12.57
		
lank	48.78	177.75
lkne	49.73	136.21
lhip	50.5	105.89
rhip	61.03	105.17
rkne	64.09	138.36
rank	90.12	161.99
lwr	21.4	98.73
lelb	45.9	85.84
lsho	45.33	60.05
rsho	65.81	59.34
relb	51.65	57.43
rwr	32.12	59.82
hbot	52.03	50.98
htop	57.01	31.41
		
lank	153.36	279.95
lkne	145.32	250.34
lhip	145.89	220.18
rhip	162.55	220.18
rkne	163.13	258.95
rank	168.88	292.87
lwr	114.86	193.8
lelb	144.17	187.34
lsho	141.29	169.03
rsho	171.17	179.8
relb	178.07	208.34
rwr	172.32	237.41
hbot	153.94	167.95
htop	154.51	148.57
		
lank	14.66	151.39
lkne	37.66	118.6
lhip	60.42	87.1
rhip	72.54	92.67
rkne	76.25	131.46
rank	113.85	143.68
lwr	46.81	52.38
lelb	63.63	42.73
lsho	81.2	38.45
rsho	94.06	61.16
relb	65.61	72.52
rwr	48.79	62.24
hbot	83.67	45.95
htop	91.83	23.01
		
lank	52.35	259.02
lkne	65.34	221.18
lhip	59.25	180.39
rhip	78.72	181.66
rkne	89.68	217.39
rank	87.24	249.35
lwr	86.43	110.18
lelb	66.55	129.52
lsho	62.09	137.51
rsho	84.81	134.14
relb	112.4	130.36
rwr	116.05	109.33
hbot	76.29	131.2
htop	74.26	111.02
		
lank	78.9	181.83
lkne	72.86	144.55
lhip	78.23	111
rhip	94.68	113.01
rkne	81.92	150.86
rank	112.14	169.5
lwr	54.39	111.86
lelb	64.13	90.06
lsho	65.47	61.67
rsho	98.38	72
relb	104.42	99.53
rwr	93.68	129.93
hbot	71.51	62.53
htop	71.51	34.43
		
lank	66.42	140.6
lkne	61.18	105.49
lhip	51.1	82.13
rhip	77.1	77.26
rkne	82.34	104.48
rank	82.74	131.19
lwr	61.38	94.56
lelb	26.31	71.54
lsho	37.2	40.12
rsho	68.23	31.72
relb	90.2	51.72
rwr	110.15	14.25
hbot	53.72	37.27
htop	50.09	10.89
		
lank	42.82	190.25
lkne	84.89	163.63
lhip	79.36	130.11
rhip	75.98	130.74
rkne	109.76	153.92
rank	145.68	178.35
lwr	91.64	15.49
lelb	91.03	51.82
lsho	89.49	76.56
rsho	96.56	101.3
relb	90.42	123.22
rwr	91.95	158.3
hbot	95.64	90.34
htop	106.69	73.74
		
lank	27.97	124.32
lkne	57.68	114.03
lhip	55.68	77.65
rhip	45.54	79.3
rkne	69.11	104.11
rank	74.82	140.13
lwr	18.69	71.58
lelb	34.26	48.61
lsho	45.11	30.42
rsho	74.96	36.67
relb	85.39	53.94
rwr	81.39	46.96
hbot	64.11	25.64
htop	71.25	8.37
		
lank	9.12	164.21
lkne	37.57	123.02
lhip	22.58	88.07
rhip	38.76	91.19
rkne	70.78	117.4
rank	59.54	147.15
lwr	83.9	102.84
lelb	44.89	88.69
lsho	49.49	58.74
rsho	76.06	59.15
relb	77.6	86.82
rwr	93.44	98.05
hbot	66.01	49.79
htop	73	19.42
		
lank	88.81	181.72
lkne	75.81	143.06
lhip	84.68	106.13
rhip	80.35	107.21
rkne	85.3	145.87
rank	94.59	174.59
lwr	69.21	15.86
lelb	62.4	37.89
lsho	78.08	56.24
rsho	89.84	65.96
relb	73.96	87.99
rwr	58.07	103.97
hbot	80.76	54.3
htop	83.24	36.59
		
lank	15.26	94.27
lkne	61.54	78.74
lhip	43.19	43.41
rhip	62.6	54.34
rkne	74.04	83.81
rank	49.84	111.22
lwr	13.4	20.44
lelb	47.98	19.81
lsho	83.88	20.6
rsho	105.15	44.84
relb	118.18	66.07
rwr	141.05	82.86
hbot	96.91	37.39
htop	111.54	17.59
		
lank	161.5	171.88
lkne	158.66	139.71
lhip	160.56	101.89
rhip	173.83	101.65
rkne	173.83	138.48
rank	167.67	171.14
lwr	145.39	97.96
lelb	153.92	77.33
lsho	159.13	56.71
rsho	187.1	55.72
relb	195.63	78.32
rwr	207.01	98.95
hbot	171.93	50.32
htop	177.15	29.94
		
lank	76.37	257.61
lkne	75.53	221.66
lhip	75.53	190.85
rhip	94.72	189.88
rkne	101.11	225.84
rank	98.89	254.73
lwr	52.46	187.32
lelb	59.41	163.88
lsho	66.91	142.7
rsho	102.78	145.91
relb	117.51	154.57
rwr	146.42	149.76
hbot	84.71	133.07
htop	86.65	115.09
		
lank	133.08	181.33
lkne	141.33	151.61
lhip	139.08	127.09
rhip	150.33	128.33
rkne	157.45	159.04
rank	159.7	196.93
lwr	122.59	56.77
lelb	121.09	78.56
lsho	141.33	79.3
rsho	157.45	84.01
relb	164.2	92.43
rwr	186.32	99.61
hbot	148.83	76.58
htop	148.83	56.52
		
lank	42.46	166.78
lkne	37.6	128.24
lhip	40.73	89.92
rhip	56.35	91.97
rkne	54.44	130.06
rank	43.5	157.43
lwr	39.86	87.64
lelb	27.7	68.71
lsho	35.86	44.99
rsho	62.61	45.45
relb	78.58	64.15
rwr	76.32	42.71
hbot	52.88	39.29
htop	57.22	19.68
		
lank	51.64	239.07
lkne	40.92	196.46
lhip	39.42	154.23
rhip	55.38	150.92
rkne	69.34	188.75
rank	78.82	221.81
lwr	58.87	145.78
lelb	27.45	142.11
lsho	24.21	111.99
rsho	55.13	104.64
relb	61.36	127.78
rwr	63.86	142.11
hbot	42.66	102.81
htop	40.67	72.32
		
lank	64.74	182.43
lkne	64.97	137.1
lhip	74.39	104.94
rhip	66.99	105.67
rkne	73.27	136.86
rank	99.28	161.23
lwr	24.83	15.99
lelb	32.9	48.89
lsho	57.12	55.22
rsho	80.67	64.73
relb	83.58	94.21
rwr	66.09	102.25
hbot	62.95	55.95
htop	65.86	35.97
		
lank	33.69	73.57
lkne	48.43	51.92
lhip	71.84	42.01
rhip	91.78	49.9
rkne	96.41	64.5
rank	88.6	86.49
lwr	87.16	30.94
lelb	96.7	17.17
lsho	115.77	18.68
rsho	132.25	32.28
relb	139.19	44.53
rwr	158.26	56.45
hbot	133.98	28.59
htop	145.25	24.73
		
lank	36.97	125.67
lkne	80.3	109.39
lhip	106.73	80.4
rhip	102.73	78.91
rkne	132.23	97.42
rank	125.47	132.03
lwr	184.47	27.09
lelb	152.82	44.68
lsho	123.01	37.94
rsho	136.23	46.36
relb	152.82	51.22
rwr	170.95	49.35
hbot	133.46	35.51
htop	130.39	18.86
		
lank	84.51	148.44
lkne	74.84	131.04
lhip	78.16	104.18
rhip	96.65	103.66
rkne	91.13	137.95
rank	92.79	160.47
lwr	54.69	100.59
lelb	63.52	80.12
lsho	67.66	57.86
rsho	103	56.84
relb	106.32	83.45
rwr	107.97	103.92
hbot	85.33	53
htop	84.23	33.55
		
lank	63.49	164.92
lkne	55.69	119.57
lhip	79.33	98.69
rhip	95.91	99.19
rkne	75.68	145.05
rank	110.54	170.78
lwr	16.68	80.6
lelb	49.84	74.99
lsho	61.78	59.45
rsho	93.23	52.58
relb	105.17	70.92
rwr	68.12	63.02
hbot	74.21	50.03
htop	66.17	31.69
		
lank	30.53	166.69
lkne	46.03	127.52
lhip	56.48	96.41
rhip	72.32	92.81
rkne	83.25	128.58
rank	88.8	166.05
lwr	58.11	70.79
lelb	42.77	83.28
lsho	35.59	56.82
rsho	60.73	47.51
relb	74.44	67.62
rwr	71.34	72.27
hbot	47.5	54.07
htop	47.01	34.81
		
lank	214.06	217.33
lkne	220.73	183.81
lhip	234.07	150.61
rhip	238.92	150.93
rkne	248.02	185.39
rank	258.94	217.96
lwr	202.53	141.76
lelb	223.76	133.22
lsho	233.46	106.66
rsho	237.71	103.5
relb	224.97	134.49
rwr	203.75	142.07
hbot	231.04	102.23
htop	230.43	84.53
		
lank	33.15	106.75
lkne	41.24	77.66
lhip	40.88	48.57
rhip	51.96	46.95
rkne	67.96	76.04
rank	63.04	106.75
lwr	90.12	44.44
lelb	76.4	30.97
lsho	72.01	9.07
rsho	72.18	9.07
relb	76.05	30.61
rwr	91.17	44.44
hbot	74.82	14.27
htop	83.44	2.42
		
lank	18.05	151.04
lkne	23.07	109.58
lhip	13.51	76.85
rhip	28.58	73.81
rkne	48.2	105.51
rank	58.25	146.77
lwr	51.93	90.88
lelb	43.01	64.66
lsho	42.53	35.19
rsho	29.07	30.72
relb	44.96	65.27
rwr	51.44	88.85
hbot	37.99	25.03
htop	45.93	7.75
		
lank	87.33	184.46
lkne	81.05	153.3
lhip	75.34	120.01
rhip	91.32	119.09
rkne	97.32	151.47
rank	101.03	186.9
lwr	76.48	86.41
lelb	61.64	98.93
lsho	64.21	74.5
rsho	93.89	72.67
relb	102.74	91.91
rwr	85.61	94.96
hbot	78.19	65.64
htop	76.19	46.7
		
lank	44.01	135.39
lkne	51.77	100.81
lhip	55.12	69.76
rhip	71.53	71.7
rkne	77.18	102.92
rank	88.12	130.8
lwr	6.07	12.77
lelb	25.13	25.65
